orthogroup	CNV
386at7399	0.20538978800000002
388at7399	0.0
392at7399	0.20538978800000002
393at7399	0.0
394at7399	0.337016686
395at7399	0.20538978800000002
400at7399	0.0
401at7399	0.24266086899999997
402at7399	0.15058465
404at7399	0.0
412at7399	0.0
413at7399	0.0
415at7399	0.15058465
416at7399	0.0
417at7399	0.0
418at7399	0.308327165
420at7399	0.294165364
422at7399	0.214528212
425at7399	0.15058465
426at7399	0.20538978800000002
430at7399	0.0
434at7399	0.159894048
435at7399	0.0
436at7399	0.0
437at7399	0.0
438at7399	0.15058465
439at7399	0.20538978800000002
440at7399	0.641540196
446at7399	0.20538978800000002
453at7399	0.152317024
455at7399	0.0
457at7399	0.7367018340000001
459at7399	0.325361512
461at7399	0.166378066
462at7399	0.0
466at7399	0.0
468at7399	0.15058465
470at7399	0.0
476at7399	0.15058465
477at7399	0.582671582
480at7399	0.27034500100000003
482at7399	0.0
486at7399	0.318181818
493at7399	0.949372407
497at7399	0.15058465
501at7399	0.15058465
502at7399	0.0
504at7399	0.24266086899999997
511at7399	0.15058465
523at7399	0.0
527at7399	0.441098516
531at7399	0.15058465
534at7399	0.15058465
539at7399	0.24266086899999997
541at7399	0.0
550at7399	0.36357462700000004
551at7399	0.15058465
552at7399	0.0
556at7399	0.20538978800000002
558at7399	0.0
560at7399	0.20538978800000002
567at7399	0.0
569at7399	0.0
572at7399	0.152317024
577at7399	0.27034500100000003
582at7399	0.293972368
589at7399	0.161970886
590at7399	0.0
598at7399	0.20538978800000002
601at7399	0.0
603at7399	0.268048928
605at7399	0.0
607at7399	0.159894048
608at7399	0.8436033820000001
617at7399	0.0
625at7399	0.252487623
635at7399	0.0
651at7399	0.0
659at7399	0.27034500100000003
660at7399	0.27034500100000003
665at7399	0.0
670at7399	0.0
674at7399	0.0
675at7399	0.20538978800000002
683at7399	0.20538978800000002
684at7399	0.0
685at7399	0.20981281100000002
690at7399	0.20667861399999998
691at7399	0.15058465
699at7399	0.24266086899999997
700at7399	0.0
702at7399	0.0
705at7399	0.20538978800000002
708at7399	0.20538978800000002
711at7399	0.15058465
720at7399	0.441098516
724at7399	0.435431613
725at7399	0.24266086899999997
728at7399	0.15058465
734at7399	0.15058465
739at7399	0.0
740at7399	0.0
748at7399	0.224971654
749at7399	0.255124984
750at7399	0.0
751at7399	0.0
759at7399	0.20538978800000002
760at7399	0.0
764at7399	0.297380857
765at7399	0.0
767at7399	0.0
773at7399	0.152317024
775at7399	0.207566616
778at7399	0.24266086899999997
780at7399	0.15058465
782at7399	0.29108999
786at7399	0.15058465
787at7399	0.0
788at7399	0.0
793at7399	0.337016686
796at7399	0.0
804at7399	0.15058465
805at7399	0.0
816at7399	0.249925628
826at7399	0.15058465
828at7399	0.27034500100000003
830at7399	0.0
832at7399	0.0
833at7399	0.15058465
840at7399	0.0
848at7399	0.15058465
850at7399	0.15058465
854at7399	0.24266086899999997
855at7399	0.15058465
863at7399	0.15058465
864at7399	0.0
867at7399	0.0
870at7399	0.249925628
872at7399	0.0
874at7399	0.0
877at7399	0.15058465
882at7399	0.0
883at7399	0.15058465
892at7399	0.15058465
893at7399	0.20538978800000002
896at7399	0.17917767
905at7399	0.0
908at7399	0.0
909at7399	0.291661041
914at7399	0.27034500100000003
916at7399	0.15789473699999998
921at7399	0.0
922at7399	0.0
923at7399	0.15058465
926at7399	0.318181818
929at7399	0.15058465
934at7399	0.0
935at7399	0.321401013
937at7399	0.0
941at7399	0.21956860600000003
944at7399	0.15058465
945at7399	0.0
946at7399	0.0
948at7399	0.0
952at7399	0.339411255
958at7399	0.431219681
961at7399	0.159894048
964at7399	0.24266086899999997
967at7399	0.6870225609999999
968at7399	0.15058465
971at7399	0.15058465
974at7399	0.321401743
981at7399	0.369183283
987at7399	0.15058465
988at7399	0.15058465
989at7399	0.152317024
992at7399	0.433959108
1002at7399	0.240370085
1004at7399	0.15058465
1007at7399	0.0
1008at7399	0.308327165
1010at7399	0.294165364
1012at7399	0.0
1014at7399	0.291661041
1016at7399	0.0
1018at7399	0.0
1022at7399	0.0
1030at7399	0.207566616
1035at7399	0.0
1042at7399	0.207566616
1044at7399	0.15058465
1045at7399	0.0
1048at7399	0.20538978800000002
1052at7399	0.5936586189999999
1057at7399	0.15058465
1058at7399	0.214528212
1060at7399	0.20538978800000002
1064at7399	0.20981281100000002
1066at7399	0.159894048
1072at7399	0.152317024
1075at7399	0.0
1078at7399	0.20538978800000002
1081at7399	0.318181818
1082at7399	0.47229050100000003
1085at7399	0.20538978800000002
1087at7399	0.0
1088at7399	0.353270435
1089at7399	0.0
1095at7399	0.15789473699999998
1096at7399	0.15058465
1097at7399	0.406545728
1098at7399	0.252487623
1105at7399	0.37521685299999996
1106at7399	0.20538978800000002
1107at7399	0.159894048
1110at7399	2.641251711
1115at7399	0.0
1116at7399	0.0
1117at7399	0.15058465
1119at7399	0.15058465
1121at7399	0.0
1124at7399	0.15058465
1130at7399	0.27034500100000003
1144at7399	0.24266086899999997
1147at7399	0.0
1148at7399	0.15058465
1154at7399	0.15058465
1158at7399	0.0
1159at7399	0.0
1163at7399	0.0
1164at7399	0.20538978800000002
1165at7399	0.20538978800000002
1167at7399	0.0
1172at7399	0.294165364
1177at7399	0.27034500100000003
1184at7399	0.335064165
1188at7399	0.15058465
1190at7399	0.15058465
1192at7399	0.0
1193at7399	0.0
1194at7399	0.291661041
1195at7399	0.15058465
1196at7399	0.24266086899999997
1208at7399	0.27034500100000003
1220at7399	0.584216222
1221at7399	0.15058465
1227at7399	0.294165364
1230at7399	0.20538978800000002
1232at7399	0.0
1235at7399	0.0
1242at7399	0.15058465
1245at7399	0.333333333
1246at7399	0.351878566
1247at7399	0.37206149
1252at7399	0.303656088
1259at7399	0.152317024
1261at7399	0.20538978800000002
1262at7399	0.15596827
1268at7399	0.0
1274at7399	0.0
1275at7399	0.20538978800000002
1278at7399	0.36357462700000004
1279at7399	0.20538978800000002
1282at7399	0.15058465
1283at7399	0.0
1286at7399	0.0
1287at7399	0.0
1288at7399	0.0
1289at7399	0.20538978800000002
1290at7399	0.15058465
1293at7399	0.0
1294at7399	0.152317024
1296at7399	0.318181818
1297at7399	0.152317024
1298at7399	0.15058465
1299at7399	0.15058465
1303at7399	0.0
1307at7399	0.0
1313at7399	0.15596827
1314at7399	0.0
1318at7399	0.207566616
1322at7399	0.0
1325at7399	0.24266086899999997
1329at7399	0.0
1330at7399	0.0
1331at7399	0.15058465
1334at7399	0.0
1335at7399	0.0
1336at7399	0.351878566
1339at7399	0.323376259
1342at7399	0.15058465
1343at7399	0.207566616
1348at7399	0.15058465
1355at7399	0.20538978800000002
1356at7399	0.27034500100000003
1360at7399	0.27034500100000003
1362at7399	0.0
1363at7399	0.245015204
1366at7399	0.8456066259999999
1369at7399	0.27034500100000003
1371at7399	0.0
1372at7399	0.152317024
1373at7399	0.0
1374at7399	0.321401013
1376at7399	0.0
1378at7399	0.0
1381at7399	0.36635433799999995
1382at7399	0.0
1392at7399	0.0
1393at7399	0.0
1395at7399	0.294165364
1397at7399	0.20538978800000002
1399at7399	0.0
1403at7399	0.0
1404at7399	0.0
1408at7399	0.20538978800000002
1410at7399	0.217005559
1415at7399	0.523133481
1419at7399	0.0
1421at7399	0.15058465
1425at7399	0.272727273
1426at7399	0.24266086899999997
1427at7399	0.0
1428at7399	0.0
1429at7399	0.661943235
1434at7399	0.15058465
1438at7399	0.15058465
1440at7399	0.15058465
1444at7399	0.152317024
1446at7399	0.454343755
1448at7399	0.20538978800000002
1450at7399	0.308327165
1454at7399	0.37961378
1455at7399	0.20327890699999998
1456at7399	0.0
1457at7399	0.15058465
1459at7399	0.0
1460at7399	0.0
1462at7399	0.0
1465at7399	0.384707681
1467at7399	0.152317024
1469at7399	0.15058465
1475at7399	0.15058465
1478at7399	0.15058465
1480at7399	0.263498412
1482at7399	0.0
1483at7399	0.0
1493at7399	0.567435874
1494at7399	0.245015204
1502at7399	0.0
1503at7399	0.15058465
1507at7399	0.27034500100000003
1508at7399	0.24266086899999997
1512at7399	0.0
1513at7399	0.5493406479999999
1515at7399	0.0
1521at7399	0.20538978800000002
1525at7399	0.0
1527at7399	0.0
1529at7399	0.0
1530at7399	0.152317024
1531at7399	0.20538978800000002
1532at7399	0.15058465
1534at7399	0.0
1538at7399	0.775706109
1541at7399	0.0
1542at7399	0.15058465
1544at7399	0.24266086899999997
1545at7399	0.318181818
1550at7399	0.0
1565at7399	0.318181818
1567at7399	0.0
1572at7399	0.20538978800000002
1574at7399	0.15058465
1575at7399	0.15058465
1576at7399	0.0
1584at7399	0.42689296200000004
1588at7399	0.20538978800000002
1589at7399	0.11039701099999999
1590at7399	0.0
1597at7399	0.15058465
1602at7399	0.20538978800000002
1607at7399	0.0
1608at7399	0.152317024
1614at7399	0.36635433799999995
1616at7399	0.15058465
1620at7399	0.15058465
1627at7399	0.24266086899999997
1630at7399	0.20538978800000002
1638at7399	0.24266086899999997
1640at7399	0.207566616
1641at7399	0.0
1645at7399	0.0
1646at7399	0.15058465
1648at7399	0.0
1650at7399	0.15789473699999998
1652at7399	0.0
1656at7399	0.0
1659at7399	0.337016686
1664at7399	0.0
1668at7399	0.0
1672at7399	0.27034500100000003
1674at7399	0.0
1678at7399	0.0
1686at7399	0.0
1688at7399	0.15058465
1689at7399	0.294165364
1694at7399	0.0
1695at7399	0.15058465
1696at7399	0.435697535
1701at7399	0.152317024
1702at7399	0.0
1709at7399	0.15058465
1712at7399	0.0
1713at7399	0.15058465
1716at7399	0.0
1720at7399	0.0
1722at7399	0.0
1723at7399	0.15058465
1728at7399	0.20538978800000002
1730at7399	0.15058465
1733at7399	0.0
1734at7399	0.15058465
1747at7399	0.191833261
1751at7399	0.245015204
1753at7399	0.252487623
1754at7399	0.0
1756at7399	0.47153992299999997
1757at7399	0.0
1763at7399	0.152317024
1767at7399	0.272727273
1768at7399	0.15058465
1783at7399	0.0
1786at7399	0.21956860600000003
1789at7399	0.24266086899999997
1794at7399	0.20538978800000002
1796at7399	0.296922996
1798at7399	0.0
1799at7399	0.20538978800000002
1802at7399	0.15058465
1803at7399	0.15596827
1806at7399	0.15058465
1808at7399	0.0
1810at7399	0.245015204
1811at7399	0.20538978800000002
1812at7399	0.0
1819at7399	0.24266086899999997
1824at7399	0.0
1825at7399	0.207566616
1827at7399	0.15058465
1828at7399	0.0
1831at7399	0.207566616
1833at7399	0.0
1834at7399	0.0
1835at7399	0.0
1836at7399	0.0
1839at7399	0.0
1841at7399	0.0
1842at7399	0.0
1846at7399	0.15058465
1849at7399	0.152317024
1854at7399	0.20538978800000002
1861at7399	0.0
1862at7399	0.20538978800000002
1865at7399	0.0
1867at7399	0.15058465
1868at7399	0.0
1880at7399	0.0
1883at7399	0.0
1886at7399	0.0
1889at7399	0.24266086899999997
1891at7399	0.15596827
1893at7399	0.318181818
1894at7399	0.337016686
1895at7399	0.24266086899999997
1898at7399	0.337016686
1899at7399	0.15058465
1901at7399	0.15058465
1903at7399	0.0
1911at7399	0.0
1913at7399	0.20538978800000002
1917at7399	0.207566616
1921at7399	0.0
1923at7399	0.0
1926at7399	0.0
1930at7399	0.0
1931at7399	0.318181818
1934at7399	0.15058465
1939at7399	0.324718612
1941at7399	0.0
1942at7399	0.0
1944at7399	0.0
1948at7399	0.0
1949at7399	0.15058465
1957at7399	0.15058465
1959at7399	0.152317024
1962at7399	0.15058465
1964at7399	0.214528212
1966at7399	0.207566616
1969at7399	0.15789473699999998
1971at7399	0.15058465
1978at7399	0.0
1980at7399	0.237047394
1989at7399	0.394622064
1995at7399	0.0
1997at7399	0.27034500100000003
1999at7399	0.0
2007at7399	0.15058465
2010at7399	0.0
2011at7399	0.294165364
2016at7399	0.297380857
2021at7399	0.0
2023at7399	0.15058465
2024at7399	0.212132034
2036at7399	0.0
2038at7399	0.152317024
2039at7399	0.0
2040at7399	0.45807190200000003
2055at7399	0.0
2060at7399	0.0
2064at7399	0.15058465
2067at7399	0.0
2071at7399	0.298726339
2079at7399	0.152317024
2082at7399	0.152317024
2083at7399	0.308327165
2088at7399	0.0
2094at7399	0.21956860600000003
2095at7399	0.15058465
2096at7399	0.0
2097at7399	0.15058465
2098at7399	0.0
2099at7399	0.15058465
2102at7399	0.0
2108at7399	0.15058465
2111at7399	0.0
2113at7399	0.15058465
2119at7399	0.294165364
2123at7399	0.15058465
2125at7399	0.0
2127at7399	0.20538978800000002
2132at7399	0.0
2135at7399	0.27034500100000003
2142at7399	0.0
2157at7399	0.15789473699999998
2162at7399	0.0
2164at7399	0.152317024
2165at7399	0.207566616
2171at7399	0.24266086899999997
2173at7399	0.0
2175at7399	0.20538978800000002
2176at7399	0.20538978800000002
2185at7399	0.321401743
2195at7399	0.20538978800000002
2197at7399	0.0
2198at7399	0.0
2200at7399	0.0
2203at7399	0.20538978800000002
2204at7399	0.0
2205at7399	0.0
2221at7399	0.156173762
2225at7399	1.18067393
2226at7399	0.0
2227at7399	0.56288567
2229at7399	0.0
2231at7399	0.20538978800000002
2232at7399	0.454343755
2233at7399	0.351878566
2236at7399	0.0
2238at7399	0.328684105
2241at7399	0.15411035
2248at7399	0.0
2250at7399	0.0
2252at7399	0.0
2256at7399	0.15058465
2257at7399	0.0
2259at7399	0.297380857
2261at7399	0.39058637799999996
2262at7399	0.0
2263at7399	0.15058465
2264at7399	0.24266086899999997
2267at7399	0.245015204
2269at7399	0.0
2274at7399	0.0
2275at7399	0.255124984
2276at7399	0.0
2277at7399	0.0
2282at7399	0.17371499399999998
2283at7399	0.152317024
2286at7399	0.0
2290at7399	0.252487623
2293at7399	0.27034500100000003
2294at7399	0.0
2296at7399	0.159894048
2297at7399	0.0
2298at7399	0.0
2299at7399	0.0
2306at7399	0.0
2314at7399	0.164130361
2324at7399	0.0
2327at7399	0.318181818
2328at7399	0.0
2336at7399	0.20538978800000002
2341at7399	0.24266086899999997
2345at7399	0.15058465
2346at7399	0.0
2350at7399	0.0
2353at7399	0.27034500100000003
2363at7399	0.20538978800000002
2367at7399	0.24743583
2370at7399	0.0
2372at7399	0.8752764909999999
2373at7399	0.15411035
2374at7399	0.15058465
2377at7399	0.15058465
2385at7399	0.159894048
2386at7399	0.15596827
2387at7399	0.0
2388at7399	0.0
2392at7399	0.308327165
2393at7399	0.0
2397at7399	0.15058465
2406at7399	0.27034500100000003
2408at7399	0.0
2409at7399	0.159894048
2410at7399	0.461756051
2412at7399	0.152317024
2414at7399	0.0
2419at7399	0.24266086899999997
2423at7399	0.152317024
2424at7399	0.15058465
2427at7399	0.0
2428at7399	0.0
2430at7399	0.20538978800000002
2435at7399	0.24266086899999997
2436at7399	0.0
2437at7399	0.351878566
2441at7399	0.152317024
2444at7399	0.0
2453at7399	0.27034500100000003
2458at7399	0.20538978800000002
2460at7399	0.0
2461at7399	0.0
2463at7399	0.0
2468at7399	0.15058465
2474at7399	0.0
2476at7399	0.15058465
2477at7399	0.0
2480at7399	0.15058465
2482at7399	0.207566616
2484at7399	0.0
2489at7399	0.0
2491at7399	0.24266086899999997
2497at7399	0.0
2499at7399	0.0
2500at7399	0.15058465
2504at7399	0.0
2511at7399	0.15058465
2513at7399	0.0
2517at7399	0.269563276
2518at7399	0.0
2525at7399	0.15411035
2526at7399	0.207566616
2527at7399	0.0
2530at7399	0.501848435
2535at7399	0.15058465
2536at7399	0.0
2540at7399	0.161970886
2543at7399	0.20538978800000002
2548at7399	0.20981281100000002
2549at7399	0.0
2553at7399	0.0
2554at7399	0.152317024
2555at7399	0.0
2556at7399	0.0
2560at7399	0.0
2561at7399	0.429138601
2562at7399	0.0
2564at7399	0.333333333
2569at7399	0.152317024
2570at7399	0.0
2571at7399	0.0
2572at7399	0.27034500100000003
2573at7399	0.0
2574at7399	0.15058465
2578at7399	0.27034500100000003
2582at7399	0.0
2583at7399	0.20538978800000002
2587at7399	0.0
2588at7399	0.0
2590at7399	0.207566616
2592at7399	0.15789473699999998
2593at7399	0.0
2601at7399	0.15058465
2605at7399	0.24266086899999997
2607at7399	0.0
2609at7399	0.15058465
2614at7399	0.207566616
2617at7399	0.848386358
2619at7399	0.20538978800000002
2623at7399	0.15789473699999998
2624at7399	0.0
2625at7399	0.191833261
2626at7399	0.15058465
2629at7399	0.0
2630at7399	0.0
2634at7399	0.354860432
2638at7399	0.0
2641at7399	0.0
2645at7399	0.0
2646at7399	0.15058465
2649at7399	0.15058465
2651at7399	0.24743583
2653at7399	0.268018
2655at7399	0.15058465
2656at7399	0.464930031
2659at7399	0.0
2660at7399	0.20538978800000002
2663at7399	0.15058465
2668at7399	0.0
2671at7399	0.20538978800000002
2672at7399	0.245015204
2674at7399	0.15058465
2675at7399	0.252487623
2676at7399	0.15058465
2677at7399	0.15596827
2678at7399	0.0
2681at7399	0.321401743
2682at7399	0.20538978800000002
2683at7399	0.0
2684at7399	0.0
2687at7399	0.293972368
2690at7399	0.207566616
2693at7399	0.0
2694at7399	0.0
2702at7399	0.0
2707at7399	0.20538978800000002
2713at7399	0.441098516
2715at7399	0.24266086899999997
2717at7399	0.0
2719at7399	0.0
2720at7399	0.15058465
2723at7399	0.24266086899999997
2727at7399	0.159894048
2732at7399	0.0
2734at7399	0.6777542040000001
2740at7399	0.15058465
2741at7399	0.20538978800000002
2746at7399	0.15058465
2748at7399	0.0
2753at7399	0.24266086899999997
2767at7399	0.15058465
2770at7399	0.319438282
2775at7399	0.0
2778at7399	0.15789473699999998
2779at7399	0.272727273
2780at7399	0.337016686
2785at7399	0.15058465
2789at7399	0.15058465
2790at7399	0.15058465
2791at7399	0.15058465
2796at7399	0.0
2801at7399	0.161970886
2802at7399	0.15789473699999998
2809at7399	0.15058465
2810at7399	0.0
2819at7399	0.20538978800000002
2821at7399	0.0
2826at7399	0.321401743
2827at7399	0.0
2829at7399	0.0
2830at7399	0.245015204
2836at7399	0.0
2845at7399	0.0
2848at7399	0.0
2851at7399	0.0
2853at7399	0.372677996
2858at7399	0.0
2870at7399	0.15058465
2873at7399	0.0
2874at7399	0.27034500100000003
2876at7399	0.152317024
2885at7399	0.0
2886at7399	0.15789473699999998
2890at7399	0.0
2891at7399	0.0
2892at7399	0.152317024
2893at7399	0.0
2895at7399	0.15058465
2897at7399	0.20375342800000001
2900at7399	0.15058465
2908at7399	0.15058465
2914at7399	0.331593404
2916at7399	0.0
2920at7399	0.291661041
2922at7399	0.20981281100000002
2925at7399	0.23681375899999998
2927at7399	0.27034500100000003
2932at7399	0.297380857
2936at7399	0.0
2940at7399	0.0
2941at7399	0.0
2943at7399	0.0
2948at7399	0.0
2949at7399	0.0
2957at7399	0.0
2970at7399	0.0
2972at7399	0.0
2975at7399	0.0
2976at7399	0.318181818
2978at7399	0.45807190200000003
2980at7399	0.20538978800000002
2983at7399	0.0
2984at7399	0.293972368
2986at7399	0.337016686
2987at7399	0.20538978800000002
2988at7399	0.0
2995at7399	0.15058465
2996at7399	0.15058465
3005at7399	0.0
3010at7399	0.20538978800000002
3022at7399	0.224971654
3028at7399	0.0
3032at7399	0.15058465
3034at7399	0.15058465
3041at7399	0.0
3042at7399	0.244539123
3043at7399	0.152317024
3047at7399	0.0
3051at7399	0.24266086899999997
3053at7399	0.0
3065at7399	0.0
3070at7399	0.0
3071at7399	0.0
3073at7399	0.287095986
3074at7399	0.207566616
3083at7399	0.460977223
3085at7399	0.0
3086at7399	0.207566616
3088at7399	0.293972368
3089at7399	0.20981281100000002
3090at7399	0.20538978800000002
3091at7399	0.20538978800000002
3094at7399	1.4353311880000001
3098at7399	0.15058465
3104at7399	0.0
3110at7399	0.0
3111at7399	0.36357462700000004
3121at7399	0.15058465
3122at7399	0.15058465
3123at7399	0.0
3124at7399	0.15058465
3127at7399	0.0
3128at7399	0.0
3130at7399	0.0
3132at7399	0.15058465
3133at7399	0.15058465
3134at7399	0.15058465
3144at7399	0.20538978800000002
3149at7399	0.171163299
3150at7399	0.36357462700000004
3152at7399	0.0
3155at7399	0.226063574
3157at7399	0.0
3158at7399	0.0
3163at7399	0.20538978800000002
3165at7399	0.090535746
3166at7399	0.15058465
3167at7399	0.0
3170at7399	0.0
3171at7399	0.15058465
3172at7399	0.296327382
3174at7399	0.0
3177at7399	0.15058465
3179at7399	0.0
3184at7399	0.5936586189999999
3185at7399	0.245015204
3186at7399	0.0
3187at7399	0.0
3202at7399	0.168720132
3212at7399	0.0
3216at7399	0.27034500100000003
3219at7399	0.284754632
3223at7399	0.321401743
3225at7399	0.15058465
3228at7399	0.487146164
3233at7399	0.0
3237at7399	0.0
3242at7399	0.0
3243at7399	0.0
3244at7399	0.392522705
3257at7399	0.15058465
3258at7399	0.207566616
3272at7399	0.0
3274at7399	0.0
3277at7399	0.0
3280at7399	0.20538978800000002
3281at7399	0.159894048
3284at7399	0.214528212
3286at7399	0.561131718
3290at7399	0.0
3302at7399	0.0
3303at7399	0.15411035
3304at7399	0.0
3305at7399	0.152317024
3306at7399	0.0
3311at7399	0.24266086899999997
3321at7399	0.0
3324at7399	0.168720132
3326at7399	0.0
3332at7399	0.0
3337at7399	0.0
3338at7399	0.0
3345at7399	0.20981281100000002
3349at7399	0.0
3353at7399	0.15058465
3354at7399	0.0
3356at7399	0.0
3359at7399	0.0
3360at7399	0.0
3362at7399	0.20538978800000002
3365at7399	0.15058465
3375at7399	0.15411035
3377at7399	0.0
3384at7399	0.24266086899999997
3385at7399	0.297380857
3390at7399	0.0
3399at7399	0.0
3402at7399	0.15058465
3404at7399	0.34336797799999996
3410at7399	0.168720132
3411at7399	0.0
3414at7399	0.0
3415at7399	0.0
3421at7399	0.509175077
3422at7399	0.324262104
3423at7399	0.20538978800000002
3429at7399	0.0
3430at7399	0.395284708
3437at7399	0.22941573399999998
3441at7399	0.15058465
3449at7399	0.0
3452at7399	0.15058465
3453at7399	0.0
3455at7399	0.20538978800000002
3461at7399	0.15058465
3467at7399	0.24266086899999997
3468at7399	0.0
3469at7399	0.492548018
3471at7399	0.152317024
3473at7399	0.15058465
3484at7399	0.0
3486at7399	0.176383421
3488at7399	0.0
3503at7399	0.293972368
3504at7399	0.0
3507at7399	0.0
3509at7399	0.0
3516at7399	0.0
3519at7399	0.0
3522at7399	0.0
3523at7399	0.0
3529at7399	0.207566616
3531at7399	0.0
3537at7399	0.245015204
3538at7399	0.15058465
3546at7399	0.0
3547at7399	0.15058465
3549at7399	0.24266086899999997
3551at7399	0.20538978800000002
3553at7399	0.0
3562at7399	0.0
3564at7399	0.0
3567at7399	0.0
3572at7399	0.0
3575at7399	0.0
3578at7399	0.24266086899999997
3579at7399	0.0
3582at7399	0.15058465
3586at7399	0.15058465
3592at7399	0.161970886
3597at7399	0.0
3602at7399	0.152317024
3606at7399	0.15058465
3612at7399	0.337016686
3614at7399	0.0
3616at7399	0.0
3617at7399	0.0
3618at7399	0.0
3624at7399	0.337016686
3627at7399	0.0
3630at7399	0.15058465
3631at7399	0.0
3633at7399	0.212132034
3635at7399	0.27034500100000003
3643at7399	0.24266086899999997
3644at7399	0.15058465
3645at7399	0.207566616
3646at7399	0.0
3648at7399	0.24266086899999997
3651at7399	0.0
3654at7399	0.0
3656at7399	0.0
3660at7399	0.0
3668at7399	0.0
3669at7399	0.0
3670at7399	0.0
3674at7399	0.0
3677at7399	0.15058465
3678at7399	0.294165364
3679at7399	0.0
3681at7399	0.0
3682at7399	0.15058465
3687at7399	0.0
3692at7399	0.20538978800000002
3698at7399	0.15058465
3707at7399	0.337016686
3712at7399	0.15058465
3713at7399	0.15058465
3718at7399	0.372677996
3720at7399	0.0
3721at7399	0.15058465
3727at7399	0.24266086899999997
3729at7399	0.15058465
3733at7399	0.15058465
3735at7399	0.24266086899999997
3736at7399	0.0
3739at7399	0.20538978800000002
3742at7399	0.15058465
3743at7399	0.15058465
3746at7399	0.20538978800000002
3750at7399	0.0
3754at7399	0.15058465
3756at7399	0.318181818
3763at7399	0.15058465
3767at7399	0.20538978800000002
3768at7399	0.0
3773at7399	0.0
3776at7399	0.15058465
3777at7399	0.15596827
3780at7399	0.15058465
3793at7399	0.15058465
3794at7399	0.0
3798at7399	0.15411035
3803at7399	0.0
3804at7399	0.0
3807at7399	0.15058465
3810at7399	0.20538978800000002
3817at7399	0.15058465
3819at7399	0.15058465
3829at7399	0.0
3831at7399	0.335299919
3832at7399	0.0
3838at7399	0.0
3839at7399	0.0
3843at7399	0.15411035
3845at7399	0.0
3848at7399	0.15058465
3853at7399	0.24743583
3858at7399	0.318181818
3859at7399	0.34015067200000004
3860at7399	0.291661041
3862at7399	0.34523170299999995
3867at7399	0.0
3873at7399	0.20538978800000002
3874at7399	0.445361771
3877at7399	0.321401013
3879at7399	0.15411035
3883at7399	0.0
3887at7399	0.15058465
3894at7399	0.20538978800000002
3899at7399	0.318181818
3900at7399	0.27034500100000003
3903at7399	0.0
3904at7399	0.15058465
3906at7399	0.0
3908at7399	0.0
3914at7399	0.20538978800000002
3921at7399	0.15058465
3928at7399	0.0
3930at7399	0.207566616
3938at7399	0.339411255
3945at7399	0.0
3949at7399	0.0
3952at7399	0.152317024
3955at7399	0.15058465
3957at7399	0.0
3960at7399	0.0
3966at7399	0.15058465
3972at7399	0.20538978800000002
3973at7399	0.27034500100000003
