orthogroup	UNI	DUP	ACN	CNV
MZ22500057	1.0	0.15789473684210525	1.1578947368421053	0.32354782581913066
MZ22500058	1.0	0.42105263157894735	1.5789473684210529	0.4867376914179891
MZ22500060	1.0	0.0	1.0	0.0
MZ22500062	0.9473684210526316	0.05555555555555555	1.0555555555555556	0.2232968782694361
MZ22500063	1.0	0.7894736842105263	2.3684210526315788	0.3779229931503436
MZ22500064	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500066	1.0	0.21052631578947367	1.5263157894736843	0.8278256358634868
MZ22500067	1.0	0.21052631578947367	1.263157894736842	0.4448782605013046
MZ22500068	0.7368421052631579	0.0	1.0	0.0
MZ22500070	0.9473684210526316	0.0	1.0	0.0
MZ22500071	1.0	0.21052631578947367	1.2105263157894737	0.3460097503279224
MZ22500073	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500075	1.0	0.21052631578947367	1.2105263157894737	0.3460097503279224
MZ22500078	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500079	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500080	1.0	0.21052631578947367	1.2105263157894737	0.3460097503279224
MZ22500081	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500084	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500086	1.0	0.7368421052631579	2.0526315789473686	0.4131839988127118
MZ22500088	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500089	1.0	0.0	1.0	0.0
MZ22500093	1.0	0.5789473684210527	1.631578947368421	0.3660654737752517
MZ22500094	0.5263157894736842	0.1	1.1	0.2874797872880345
MZ22500095	1.0	0.15789473684210525	1.263157894736842	0.5806818044546354
MZ22500096	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500097	1.0	0.0	1.0	0.0
MZ22500098	1.0	0.2631578947368421	1.3157894736842106	0.4426184712719421
MZ22500100	1.0	0.3157894736842105	1.368421052631579	0.4364626802704923
MZ22500101	0.9473684210526316	0.1111111111111111	1.1111111111111112	0.2910427500435996
MZ22500102	1.0	0.15789473684210525	1.2105263157894737	0.4422071391997784
MZ22500105	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500106	0.6842105263157895	0.0	1.0	0.0
MZ22500107	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500111	0.9473684210526316	0.3888888888888889	1.3888888888888888	0.3611745545072762
MZ22500114	0.9473684210526316	0.0	1.0	0.0
MZ22500115	1.0	0.21052631578947367	1.2105263157894737	0.3460097503279224
MZ22500117	1.0	0.15789473684210525	1.2105263157894737	0.4422071391997784
MZ22500118	1.0	0.0	1.0	0.0
MZ22500120	1.0	0.0	1.0	0.0
MZ22500123	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500124	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500126	1.0	0.42105263157894735	1.4210526315789471	0.3569588220938509
MZ22500128	1.0	0.3684210526315789	1.4736842105263157	0.4727554678967805
MZ22500132	0.9473684210526316	0.05555555555555555	1.0555555555555556	0.2232968782694361
MZ22500133	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500134	1.0	0.3157894736842105	1.3157894736842106	0.36295086903509866
MZ22500135	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500137	1.0	0.5263157894736842	1.5263157894736843	0.33609635671755045
MZ22500138	1.0	0.5789473684210527	1.5789473684210529	0.3212629398844657
MZ22500139	1.0	0.15789473684210525	1.1578947368421053	0.32354782581913066
MZ22500141	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500142	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500144	1.0	0.3157894736842105	1.368421052631579	0.4364626802704923
MZ22500147	1.0	0.0	1.0	0.0
MZ22500149	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500152	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500154	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500155	0.6842105263157895	0.07692307692307693	1.0769230769230769	0.2575393768188564
MZ22500156	1.0	0.0	1.0	0.0
MZ22500158	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500160	0.631578947368421	0.0	1.0	0.0
MZ22500162	0.9473684210526316	0.16666666666666666	1.2222222222222223	0.44862453863453133
MZ22500163	1.0	0.21052631578947367	1.2105263157894737	0.3460097503279224
MZ22500164	1.0	0.0	1.0	0.0
MZ22500166	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500169	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500170	1.0	0.05263157894736842	1.1052631578947372	0.4151332327181594
MZ22500171	1.0	0.7368421052631579	1.947368421052632	0.3620456089623445
MZ22500172	0.9473684210526316	0.16666666666666666	1.1666666666666667	0.3286992809345873
MZ22500173	1.0	0.0	1.0	0.0
MZ22500174	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500176	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500177	0.9473684210526316	0.05555555555555555	1.0555555555555556	0.2232968782694361
MZ22500179	0.9473684210526316	0.05555555555555555	1.0555555555555556	0.2232968782694361
MZ22500180	1.0	0.3157894736842105	1.368421052631579	0.4364626802704923
MZ22500181	1.0	0.0	1.0	0.0
MZ22500182	1.0	0.15789473684210525	1.1578947368421053	0.32354782581913066
MZ22500183	1.0	0.21052631578947367	1.263157894736842	0.4448782605013046
MZ22500187	0.6842105263157895	0.38461538461538464	1.4615384615384617	0.4517330943713591
MZ22500188	0.9473684210526316	0.4444444444444444	1.5555555555555556	0.4530806913179352
MZ22500190	1.0	0.0	1.0	0.0
MZ22500194	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500196	1.0	0.21052631578947367	1.2105263157894737	0.3460097503279224
MZ22500197	0.9473684210526316	0.05555555555555555	1.0555555555555556	0.2232968782694361
MZ22500202	1.0	0.0	1.0	0.0
MZ22500204	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500205	1.0	0.0	1.0	0.0
MZ22500208	1.0	0.0	1.0	0.0
MZ22500211	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500214	0.7368421052631579	0.0	1.0	0.0
MZ22500215	0.7368421052631579	0.0	1.0	0.0
MZ22500216	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500219	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500225	0.8947368421052632	0.1176470588235294	1.1176470588235294	0.2971470997535845
MZ22500230	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500233	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500234	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500235	1.0	0.0	1.0	0.0
MZ22500238	1.0	0.42105263157894735	1.947368421052632	0.6283097576274844
MZ22500239	1.0	0.05263157894736842	1.1052631578947372	0.4151332327181594
MZ22500240	1.0	0.5789473684210527	1.631578947368421	0.3660654737752517
MZ22500243	1.0	0.0	1.0	0.0
MZ22500244	0.9473684210526316	0.05555555555555555	1.0555555555555556	0.2232968782694361
MZ22500246	1.0	0.42105263157894735	1.4210526315789471	0.3569588220938509
MZ22500247	1.0	0.15789473684210525	1.1578947368421053	0.32354782581913066
MZ22500251	1.0	0.0	1.0	0.0
MZ22500252	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500257	1.0	0.0	1.0	0.0
MZ22500259	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500265	1.0	0.0	1.0	0.0
MZ22500266	0.9473684210526316	0.2777777777777778	1.2777777777777777	0.3606954252749819
MZ22500267	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500268	1.0	0.0	1.0	0.0
MZ22500275	1.0	0.0	1.0	0.0
MZ22500276	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500277	1.0	0.0	1.0	0.0
MZ22500278	1.0	0.0	1.0	0.0
MZ22500280	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500281	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500285	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500286	1.0	0.15789473684210525	1.2105263157894737	0.4422071391997784
MZ22500287	1.0	0.0	1.0	0.0
MZ22500289	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500292	1.0	0.0	1.0	0.0
MZ22500294	1.0	0.0	1.0	0.0
MZ22500298	0.8421052631578947	0.0	1.0	0.0
MZ22500300	1.0	0.0	1.0	0.0
MZ22500301	0.6842105263157895	0.15384615384615385	1.2307692307692308	0.4868050602311634
MZ22500302	0.8421052631578947	0.0625	1.0625	0.2352941176470588
MZ22500303	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500306	1.0	0.5789473684210527	1.7368421052631582	0.463877272856769
MZ22500307	1.0	0.3684210526315789	1.4210526315789471	0.4271319479507702
MZ22500308	1.0	0.05263157894736842	1.1052631578947372	0.4151332327181594
MZ22500310	0.8947368421052632	0.4117647058823529	1.4117647058823528	0.3593372564720904
MZ22500311	1.0	0.0	1.0	0.0
MZ22500312	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500314	1.0	0.21052631578947367	1.2105263157894737	0.3460097503279224
MZ22500316	1.0	0.0	1.0	0.0
MZ22500317	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500318	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500321	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500323	1.0	0.05263157894736842	1.1052631578947372	0.4151332327181594
MZ22500324	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500325	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500326	0.9473684210526316	0.0	1.0	0.0
MZ22500327	1.0	0.0	1.0	0.0
MZ22500328	1.0	0.21052631578947367	1.2105263157894737	0.3460097503279224
MZ22500332	1.0	0.0	1.0	0.0
MZ22500333	1.0	0.0	1.0	0.0
MZ22500334	1.0	0.0	1.0	0.0
MZ22500338	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500339	1.0	0.0	1.0	0.0
MZ22500342	0.9473684210526316	0.0	1.0	0.0
MZ22500344	1.0	0.0	1.0	0.0
MZ22500345	1.0	0.15789473684210525	1.1578947368421053	0.32354782581913066
MZ22500346	0.9473684210526316	0.05555555555555555	1.0555555555555556	0.2232968782694361
MZ22500347	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500348	0.8421052631578947	0.25	1.3125	0.4587274125254208
MZ22500350	1.0	0.42105263157894735	1.5263157894736843	0.4564535552106846
MZ22500352	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500357	1.0	0.0	1.0	0.0
MZ22500359	1.0	0.0	1.0	0.0
MZ22500360	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500361	1.0	0.0	1.0	0.0
MZ22500362	1.0	0.0	1.0	0.0
MZ22500363	0.8947368421052632	0.1176470588235294	1.1176470588235294	0.2971470997535845
MZ22500364	1.0	0.0	1.0	0.0
MZ22500365	1.0	0.0	1.0	0.0
MZ22500366	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500367	1.0	0.0	1.0	0.0
MZ22500369	1.0	0.15789473684210525	1.1578947368421053	0.32354782581913066
MZ22500373	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500374	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500377	1.0	0.0	1.0	0.0
MZ22500381	0.9473684210526316	0.16666666666666666	1.2222222222222223	0.44862453863453133
MZ22500385	0.9473684210526316	0.05555555555555555	1.0555555555555556	0.2232968782694361
MZ22500387	1.0	0.0	1.0	0.0
MZ22500388	1.0	0.3157894736842105	1.368421052631579	0.4364626802704923
MZ22500389	1.0	0.0	1.0	0.0
MZ22500390	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500391	1.0	0.0	1.0	0.0
MZ22500395	0.8947368421052632	0.17647058823529413	1.2352941176470589	0.4551917689120277
MZ22500396	1.0	0.0	1.0	0.0
MZ22500398	1.0	0.0	1.0	0.0
MZ22500400	1.0	0.0	1.0	0.0
MZ22500402	1.0	0.0	1.0	0.0
MZ22500403	1.0	0.4736842105263158	1.5263157894736843	0.4008182936589125
MZ22500404	0.9473684210526316	0.0	1.0	0.0
MZ22500405	1.0	0.0	1.0	0.0
MZ22500407	0.15789473684210525	0.0	1.0	0.0
MZ22500408	1.0	0.0	1.0	0.0
MZ22500413	1.0	0.10526315789473684	1.1578947368421053	0.4330789675138319
MZ22500415	1.0	0.0	1.0	0.0
MZ22500421	1.0	0.0	1.0	0.0
MZ22500424	1.0	0.21052631578947367	1.263157894736842	0.4448782605013046
MZ22500427	1.0	0.2631578947368421	1.263157894736842	0.3581610266174341
MZ22500429	1.0	0.0	1.0	0.0
MZ22500430	0.9473684210526316	0.1111111111111111	1.1111111111111112	0.2910427500435996
MZ22500432	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500433	0.8421052631578947	0.125	1.125	0.3036133560284325
MZ22500434	1.0	0.0	1.0	0.0
MZ22500438	1.0	0.15789473684210525	1.1578947368421053	0.32354782581913066
MZ22500440	1.0	0.0	1.0	0.0
MZ22500442	1.0	0.15789473684210525	1.1578947368421053	0.32354782581913066
MZ22500443	1.0	0.3157894736842105	1.368421052631579	0.4364626802704923
MZ22500445	1.0	0.3157894736842105	1.368421052631579	0.4364626802704923
MZ22500448	1.0	0.0	1.0	0.0
MZ22500449	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500450	1.0	0.0	1.0	0.0
MZ22500453	1.0	0.0	1.0	0.0
MZ22500456	1.0	0.0	1.0	0.0
MZ22500458	1.0	0.0	1.0	0.0
MZ22500459	1.0	0.0	1.0	0.0
MZ22500461	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500462	1.0	0.0	1.0	0.0
MZ22500466	0.9473684210526316	0.0	1.0	0.0
MZ22500467	0.4736842105263158	0.0	1.0	0.0
MZ22500468	1.0	0.0	1.0	0.0
MZ22500469	0.9473684210526316	0.5555555555555556	1.8888888888888888	0.5710286175560582
MZ22500470	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500471	0.5789473684210527	0.2727272727272727	1.3636363636363635	0.4944132324730442
MZ22500472	1.0	0.05263157894736842	1.1052631578947372	0.4151332327181594
MZ22500473	0.8947368421052632	0.05882352941176471	1.0588235294117647	0.2290614236454256
MZ22500474	1.0	0.0	1.0	0.0
MZ22500475	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500480	1.0	0.15789473684210525	1.1578947368421053	0.32354782581913066
MZ22500481	0.9473684210526316	0.1111111111111111	1.1111111111111112	0.2910427500435996
MZ22500484	1.0	0.0	1.0	0.0
MZ22500485	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500486	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500487	0.9473684210526316	0.16666666666666666	1.1666666666666667	0.3286992809345873
MZ22500490	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500500	0.8947368421052632	0.05882352941176471	1.0588235294117647	0.2290614236454256
MZ22500501	0.7368421052631579	0.35714285714285715	1.5714285714285714	0.5966637484671761
MZ22500502	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500504	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500506	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500509	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500510	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500511	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500512	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500515	1.0	0.15789473684210525	1.2105263157894737	0.4422071391997784
MZ22500517	1.0	0.0	1.0	0.0
MZ22500520	1.0	0.21052631578947367	1.2105263157894737	0.3460097503279224
MZ22500521	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500523	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500526	1.0	0.0	1.0	0.0
MZ22500528	0.8947368421052632	0.17647058823529413	1.1764705882352942	0.3340097303971847
MZ22500529	1.0	0.5789473684210527	2.0526315789473686	0.6387995535403348
MZ22500533	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500536	1.0	0.0	1.0	0.0
MZ22500537	1.0	0.0	1.0	0.0
MZ22500539	0.8947368421052632	0.0	1.0	0.0
MZ22500540	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500547	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500552	1.0	0.0	1.0	0.0
MZ22500553	1.0	0.05263157894736842	1.1052631578947372	0.4151332327181594
MZ22500554	1.0	0.0	1.0	0.0
MZ22500555	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500557	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500558	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500562	1.0	0.0	1.0	0.0
MZ22500563	1.0	0.0	1.0	0.0
MZ22500565	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500566	0.8947368421052632	0.6470588235294118	2.176470588235294	0.6743906699745496
MZ22500570	1.0	0.10526315789473684	1.1578947368421053	0.4330789675138319
MZ22500571	1.0	0.3157894736842105	1.3157894736842106	0.36295086903509866
MZ22500572	1.0	0.21052631578947367	1.3157894736842106	0.5694441734416699
MZ22500573	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500574	1.0	0.8947368421052632	2.2105263157894743	0.28527302786684805
MZ22500576	1.0	0.0	1.0	0.0
MZ22500577	0.8421052631578947	0.0	1.0	0.0
MZ22500579	0.8947368421052632	0.05882352941176471	1.0588235294117647	0.2290614236454256
MZ22500580	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500581	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500582	1.0	0.0	1.0	0.0
MZ22500583	1.0	0.0	1.0	0.0
MZ22500584	0.9473684210526316	0.2777777777777778	1.3888888888888888	0.5024176842148022
MZ22500585	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500589	1.0	0.2631578947368421	1.368421052631579	0.4998356074261007
MZ22500590	0.3157894736842105	0.0	1.0	0.0
MZ22500591	1.0	0.2631578947368421	1.3157894736842106	0.4426184712719421
MZ22500597	1.0	0.0	1.0	0.0
MZ22500599	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500601	1.0	0.0	1.0	0.0
MZ22500603	0.7368421052631579	0.21428571428571427	1.2857142857142858	0.475416546501654
MZ22500605	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500607	0.9473684210526316	0.3333333333333333	1.6111111111111112	0.7716926509028763
MZ22500610	1.0	0.0	1.0	0.0
MZ22500611	1.0	0.0	1.0	0.0
MZ22500612	1.0	0.0	1.0	0.0
MZ22500613	1.0	0.15789473684210525	1.1578947368421053	0.32354782581913066
MZ22500614	1.0	0.0	1.0	0.0
MZ22500615	0.7368421052631579	0.07142857142857142	1.0714285714285714	0.24944382578492946
MZ22500618	1.0	0.0	1.0	0.0
MZ22500620	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500623	0.631578947368421	0.16666666666666666	1.1666666666666667	0.3336424046406527
MZ22500624	0.9473684210526316	0.0	1.0	0.0
MZ22500629	0.9473684210526316	0.0	1.0	0.0
MZ22500630	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500633	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500634	1.0	0.0	1.0	0.0
MZ22500635	0.9473684210526316	0.0	1.0	0.0
MZ22500636	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500637	0.2631578947368421	0.0	1.0	0.0
MZ22500638	1.0	0.15789473684210525	1.2105263157894737	0.4422071391997784
MZ22500640	1.0	0.0	1.0	0.0
MZ22500642	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500644	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500645	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500647	1.0	0.21052631578947367	1.2105263157894737	0.3460097503279224
MZ22500648	1.0	0.0	1.0	0.0
MZ22500650	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500654	1.0	0.0	1.0	0.0
MZ22500655	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500658	1.0	0.0	1.0	0.0
MZ22500664	1.0	0.0	1.0	0.0
MZ22500665	1.0	0.4736842105263158	1.4736842105263157	0.3480997980288916
MZ22500666	0.9473684210526316	0.05555555555555555	1.0555555555555556	0.2232968782694361
MZ22500668	1.0	0.0	1.0	0.0
MZ22500670	1.0	0.0	1.0	0.0
MZ22500671	1.0	0.0	1.0	0.0
MZ22500673	1.0	0.15789473684210525	1.2105263157894737	0.4422071391997784
MZ22500675	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500677	1.0	0.0	1.0	0.0
MZ22500678	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500680	1.0	0.15789473684210525	1.1578947368421053	0.32354782581913066
MZ22500682	1.0	0.15789473684210525	1.1578947368421053	0.32354782581913066
MZ22500683	0.8947368421052632	0.2352941176470588	1.2941176470588236	0.4542612748024246
MZ22500684	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500687	0.9473684210526316	0.05555555555555555	1.0555555555555556	0.2232968782694361
MZ22500688	1.0	0.0	1.0	0.0
MZ22500690	0.7368421052631579	0.14285714285714285	1.1428571428571428	0.3177444546511213
MZ22500691	1.0	0.3157894736842105	1.5263157894736843	0.5928182509529943
MZ22500693	1.0	0.21052631578947367	1.2105263157894737	0.3460097503279224
MZ22500698	1.0	0.15789473684210525	1.1578947368421053	0.32354782581913066
MZ22500699	1.0	0.0	1.0	0.0
MZ22500701	1.0	0.0	1.0	0.0
MZ22500705	1.0	0.0	1.0	0.0
MZ22500708	1.0	0.0	1.0	0.0
MZ22500710	1.0	0.21052631578947367	1.3157894736842106	0.509989106637474
MZ22500713	0.631578947368421	0.08333333333333333	1.0833333333333333	0.2664693550105965
MZ22500715	1.0	0.0	1.0	0.0
MZ22500721	0.9473684210526316	0.0	1.0	0.0
MZ22500722	0.8421052631578947	0.0625	1.0625	0.2352941176470588
MZ22500723	0.9473684210526316	0.0	1.0	0.0
MZ22500725	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500726	1.0	0.0	1.0	0.0
MZ22500728	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500731	0.9473684210526316	0.0	1.0	0.0
MZ22500733	1.0	0.0	1.0	0.0
MZ22500734	1.0	0.0	1.0	0.0
MZ22500736	1.0	0.21052631578947367	1.263157894736842	0.4448782605013046
MZ22500738	1.0	0.0	1.0	0.0
MZ22500740	1.0	0.0	1.0	0.0
MZ22500741	1.0	0.0	1.0	0.0
MZ22500742	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500743	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500746	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500751	1.0	0.5263157894736842	1.5263157894736843	0.33609635671755045
MZ22500752	1.0	0.3157894736842105	1.368421052631579	0.4364626802704923
MZ22500754	0.21052631578947367	0.0	1.0	0.0
MZ22500755	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500756	0.4736842105263158	0.0	1.0	0.0
MZ22500757	1.0	0.0	1.0	0.0
MZ22500758	1.0	0.0	1.0	0.0
MZ22500762	0.8947368421052632	0.0	1.0	0.0
MZ22500765	0.8947368421052632	0.0	1.0	0.0
MZ22500767	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500769	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500770	0.8947368421052632	0.05882352941176471	1.0588235294117647	0.2290614236454256
MZ22500772	1.0	0.10526315789473684	1.1052631578947372	0.28527302786684805
MZ22500773	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500775	1.0	0.0	1.0	0.0
MZ22500776	1.0	0.0	1.0	0.0
MZ22500779	1.0	0.0	1.0	0.0
MZ22500781	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500783	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500784	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500785	1.0	0.21052631578947367	1.2105263157894737	0.3460097503279224
MZ22500788	0.9473684210526316	0.05555555555555555	1.1111111111111112	0.4242640687119285
MZ22500790	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500791	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500793	1.0	0.05263157894736842	1.0526315789473684	0.2179449471770337
MZ22500794	1.0	0.0	1.0	0.0
